Reference	Localized Group	Message	Selections	
figs-gendernotations_11_20__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	{પોતાને} મોટો મનાવે-1	
figs-gendernotations_11_26__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	ખોટા ભાઈઓ-1	
figs-gendernotations_11_9__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	ભાઈઓ-1	
figs-gendernotations_12_17__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	જેના-1	
figs-gendernotations_12_4__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	માણસથી-1	
figs-gendernotations_12_6__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	કોઈ પણ માણસ-1 જુએ-1	
figs-gendernotations_13_11__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	ભાઈઓ-1	
figs-gendernotations_2_5__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	તો તેણે માત્ર મને જ ખેદ પમાડ્યો {નથી-1	
figs-gendernotations_2_7__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	{તેને}-1 દિલાસો દેવો જોઈએ-1 તે-4	
figs-gendernotations_2_8__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	તેના-1	
figs-gendernotations_3_13__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	પુત્રો-1	
figs-gendernotations_3_2__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	સર્વ માણસો-1	
figs-gendernotations_3_7__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	પુત્રો-1	
figs-gendernotations_4_16__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	મનુષ્યત્વ-1 આંતરિક {મનુષ્યત્વ}-1	
figs-gendernotations_4_2__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	માણસોના-1	
figs-gendernotations_5_10__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	દરેકે-1 કર્યું હશે-1	
figs-gendernotations_5_17__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	તે નવી ઉત્પત્તિ છે-1	
figs-gendernotations_8_12__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	જે નથી તે પ્રમાણે નહિ-1	
figs-gendernotations_8_1__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	ભાઈઓ-1	
figs-gendernotations_8_21__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	માણસ-1	
figs-gendernotations_9_7__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	રેકે પોતાના હ્રદયમાં અગાઉથી ઠરાવ્યું છે-1	
figs-gendernotations_9_9__1	When Masculine Words Include Women	unable to migrate selection, no match found for check in new resources	તેણે {દાન} વહેચ્યું છે, તેણે-1 આપ્યું છે-1	
figs-genericnoun_2_2__1	Generic Noun Phrases	unable to migrate selection, no match found for check in new resources	તો જે મારાથી ખેદિત થયો હોય તેના સિવાય બીજો કોણ મને આનંદ આપે {છે} ?-1	
figs-genericnoun_6_15__1	Generic Noun Phrases	unable to migrate selection, no match found for check in new resources	વિશ્વાસીને અવિશ્વાસીની સાથે શો ભાગ {હોય}?-1	
figs-genericnoun_8_15__-1	Generic Noun Phrases	unable to migrate selection, no match found for check in new resources	જેની-1	
figs-go_2_12__1	Go and Come	unable to migrate selection, no match found for check in new resources	આવ્યો-1	
figs-go_2_1__1	Go and Come	unable to migrate selection, no match found for check in new resources	નહિ આવું-1	
figs-go_7_5__1	Go and Come	unable to migrate selection, no match found for check in new resources	આવ્યા-1	
figs-go_8_17__1	Go and Come	unable to migrate selection, no match found for check in new resources	આવ્યો-1	
figs-hendiadys_8_4__1	Hendiadys	unable to migrate selection, no match found for check in new resources	ઉદારતારૂપી કૃપા-1 તથા-1 ભાગીદારપણું-1	
figs-hyperbole_12_11__1	Hyperbole	unable to migrate selection, no match found for check in new resources	હું કોઈ ગણતરીમાં નથી-1	
figs-hyperbole_2_14__1	Hyperbole	unable to migrate selection, no match found for check in new resources	દરેક સ્થળે-1	
figs-hyperbole_8_7__1	Hyperbole	unable to migrate selection, no match found for check in new resources	સર્વ બાબતોમાં-1	
figs-idiom_10_1__1	Idiom	unable to migrate selection, no match found for check in new resources	આપનેસામને-1	
figs-idiom_10_2__1	Idiom	unable to migrate selection, no match found for check in new resources	દેહ પ્રમાણે-1	
figs-idiom_10_3__1	Idiom	unable to migrate selection, no match found for check in new resources	દેહ પ્રમાણે-1	
figs-idiom_11_14__1	Idiom	unable to migrate selection, no match found for check in new resources	કઈ આશ્ચર્ય નથી-1	
figs-idiom_11_15__1	Idiom	unable to migrate selection, no match found for check in new resources	તે કંઇ મોટી વાત નથી-1	
figs-idiom_11_15__1	Idiom	unable to migrate selection, no match found for check in new resources	તેઓના કામ પ્રમાણે તેઓનો અંત થશે.-1	
figs-idiom_11_18__1	Idiom	unable to migrate selection, no match found for check in new resources	સાંસારિક કારણોને લીધે-1	
figs-idiom_11_21__1	Idiom	unable to migrate selection, no match found for check in new resources	વખોડનાર તરીકે હું આ બોલું છું-1	
figs-idiom_1_17__1	Idiom	unable to migrate selection, no match found for check in new resources	સાંસારિક કારણોને લીધે-1	
figs-idiom_1_18__1	Idiom	unable to migrate selection, no match found for check in new resources	હા" અને "ના-1	
figs-idiom_1_19__1	Idiom	unable to migrate selection, no match found for check in new resources	"હા" અને "ના-1 પણ તેનામાં તો "હા" જ છે.-1	
figs-idiom_1_20__1	Idiom	unable to migrate selection, no match found for check in new resources	ઈશ્વરની પ્રતિજ્ઞા ગમે તેટલાં {હશે}, તો પણ {તેઓ} તેનામાં "હા" છે-1	
figs-idiom_1_24__1	Idiom	unable to migrate selection, no match found for check in new resources	પર-1 અધિકાર ચલાવીએ છીએ-1	
figs-idiom_2_13__1	Idiom	unable to migrate selection, no match found for check in new resources	મારા આત્માને કઈ પણ ચેન ના હતું-1	
figs-idiom_2_4__1	Idiom	unable to migrate selection, no match found for check in new resources	ઘણાં આંસુઓ પાડીને-1	
figs-idiom_3_10__1	Idiom	unable to migrate selection, no match found for check in new resources	આ ભાગમાં-1	
figs-idiom_5_10__1	Idiom	unable to migrate selection, no match found for check in new resources	શરીરમાં રહીને-1	
figs-idiom_5_15__1	Idiom	unable to migrate selection, no match found for check in new resources	પાછો ઉઠ્યો-1	
figs-idiom_5_16__-1	Idiom	unable to migrate selection, no match found for check in new resources	બહારના દેખાવ ઉપરથી-1	
figs-idiom_6_1__1	Idiom	unable to migrate selection, no match found for check in new resources	અવરથા-1 ન કરો-1	
figs-idiom_8_17__1	Idiom	unable to migrate selection, no match found for check in new resources	પોતાની ખુશીથી-1	
figs-idiom_8_3__1	Idiom	unable to migrate selection, no match found for check in new resources	પોતાની ખુશીથી-1	
figs-idiom_9_4__1	Idiom	unable to migrate selection, no match found for check in new resources	હું નહિ કહું-1 અમારે શરમાવું પડે.-1	
figs-imperative3p_10_11__1	Third-Person Imperatives	unable to migrate selection, no match found for check in new resources	એવું બોલનાર {માણસે} સમજવું જોઈએ-1	
figs-imperative3p_10_17__1	Third-Person Imperatives	unable to migrate selection, no match found for check in new resources	"જે કોઈ અભિમાન કરે છે-1	
figs-imperative3p_10_7__1	Third-Person Imperatives	unable to migrate selection, no match found for check in new resources	ફરીથી એ-1 વિચાર કરવો-1	
figs-infostructure_10_13__1	Information Structure	unable to migrate selection, no match found for check in new resources	જે હદ ઈશ્વરે અમને ઠરાવી આપી છે-1	
figs-infostructure_10_18__1	Information Structure	unable to migrate selection, no match found for check in new resources	જે પોતાના વખાણ કરે છે તે નહિ, પણ જેના વખાણ પ્રભુ કરે છે તે માન્ય થાય છે.-1	
figs-infostructure_11_21__1	Information Structure	unable to migrate selection, no match found for check in new resources	જે કોઈ પણ {બાબતમાં} કોઈ હિંમતવાન છે તેમાં હું પણ હિંમતવાન છું આ તો હું મૂર્ખતાથી બોલું છું.-1	
figs-infostructure_11_23__1	Information Structure	unable to migrate selection, no match found for check in new resources	શું તેઓ ખ્રિસ્તના સેવકો છે? (હું {કોઈ} એક ઘેલા માણસની પેઠે બોલું છું.) કે હું તેઓના કરતા વિશેષ {છું}:-1	
figs-infostructure_12_10__1	Information Structure	unable to migrate selection, no match found for check in new resources	નિર્બળતામાં, અપમાન સહન કરવા, તંગીમાં, સતાવણીમાં, અને સંકટમાં ખ્રિસ્તની ખાતર હું આનંદ માનું છું:-1	
figs-infostructure_12_14__1	Information Structure	unable to migrate selection, no match found for check in new resources	કેમ કે સંતાનોએ માબાપને સારુ સંગ્રહ કરવો ઘટતો નથી, પણ માબાપે સંતાનોને સારુ સંગ્રહ કરવો.-1	
figs-infostructure_12_1__1	Information Structure	unable to migrate selection, no match found for check in new resources	બડાઈ મારવી-1 {તે} ફાયદાકારક નથી. પણ-1	
figs-infostructure_12_21__1	Information Structure	unable to migrate selection, no match found for check in new resources	રખેને હું ફરી આવું ત્યારે, મારો ઈશ્વર મને તમારી આગળ નીચું જોવડાવે-1	
figs-infostructure_12_2__1	Information Structure	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં એક એવા માણસને હું ઓળખું છું તે શરીરમાં હતો, તે હું જાણતો નથી, કે શરીર બહાર હતો, તે પણ હું જાણતો નથી, ઈશ્વર જાણે છે કે {જેને} ૧૪ વર્ષ ઉપર ત્રીજા આકાશમાં ઉપાડી લેવામાં આવ્યો.-1	
figs-infostructure_12_3__1	Information Structure	unable to migrate selection, no match found for check in new resources	અને એવા માણસને હું ઓળખું છું તે શરીરમાં હતો કે, શરીર બહાર હતો, તે હું જાણતો નથી, ઈશ્વર જાણે છે-1	
figs-infostructure_12_7__1	Information Structure	unable to migrate selection, no match found for check in new resources	વળી એ પ્રકટીકરણોની અત્યંત {મહત્તાને} લીધે, હું અતિશય વડાઈ ન કરું-1	
figs-infostructure_2_10__1	Information Structure	unable to migrate selection, no match found for check in new resources	કેમ કે જો, મેં પણ કઈ પણ માફ કર્યું હોય {તો જે માફ કર્યું છે-1	
figs-infostructure_2_16__1	Information Structure	unable to migrate selection, no match found for check in new resources	કેટલાકને, ખરેખર, અમે મોતના મૃત્યુકારક વાસરૂપ, પણ {બીજાને}, જીવનના જીવન દાયક વાસરૂપ છીએ-1	
figs-infostructure_2_4__1	Information Structure	unable to migrate selection, no match found for check in new resources	તે તમે ખેદિત થાઓ એ માટે નહિ, પણ તમારા ઉપર મારી જે અતિશય પ્રીતિ છે તે તમે જાણો તે માટે લખ્યું.-1	
figs-infostructure_2_5__1	Information Structure	unable to migrate selection, no match found for check in new resources	પણ કેટલેક દરજ્જે , કેમ કે તે પર હું વિશેષ ભાર મૂકવા ચાહતો નથી.-1	
figs-infostructure_2_8__1	Information Structure	unable to migrate selection, no match found for check in new resources	તમે ફરીથી તેના પર પૂર્ણ પ્રેમ રાખો.-1	
figs-infostructure_3_10__1	Information Structure	unable to migrate selection, no match found for check in new resources	જે} ગૌરવ વાળું હતું તે આ ભાગમાં ગૌરવ પામતું નથી-1	
figs-infostructure_3_14__1	Information Structure	unable to migrate selection, no match found for check in new resources	જુનો કરાર વાંચતી વખતે તે જ મુખ પટ કાઢ્યા વગર, એમને એમ રહે છે,-1	
figs-infostructure_3_3__1	Information Structure	unable to migrate selection, no match found for check in new resources	શાહીથી તો નહિ પણ જીવતા ઈશ્વરના આત્માથી, શિલાપટો પર નહિ પણ માણસનાં હદય રૂપી પટો પર તે લખાયેલો છે.-1	
figs-infostructure_3_6__1	Information Structure	unable to migrate selection, no match found for check in new resources	અક્ષરનાં-1 નહિ પણ આત્માનાં-1	
figs-infostructure_4_8__1	Information Structure	unable to migrate selection, no match found for check in new resources	{ચોતરફથી} અમારા પર વિપત્તિ હોવા છતાં-1	
figs-infostructure_5_12__1	Information Structure	unable to migrate selection, no match found for check in new resources	અમે ફરીથી તમારી આગળ પોતાના વખાણ કરતા નથી, પણ જેઓ હદયમાં નહિ પણ બહારનો ડોળ રાખીને અભિમાન કરે છે તેઓને {ઉત્તર} આપવાનું સાધન તમારી પાસે હોય, એ માટે અમારે વિષે તમને અભિમાન કરવાનો પ્રસંગ આપીએ છીએ.-1	
figs-infostructure_5_19__1	Information Structure	unable to migrate selection, no match found for check in new resources	ઈશ્વર ખ્રિસ્તમાં-1 સમાધાન કરાવીને-1	
figs-infostructure_5_19__1	Information Structure	unable to migrate selection, no match found for check in new resources	તેઓના અપરાધ તેઓને લેખે ગણતો નથી, અને તેણે અમને સમાધાનનો સંદેશો સોંપેલો છે.-1	
figs-infostructure_5_20__1	Information Structure	unable to migrate selection, no match found for check in new resources	તેમ અમે ખ્રિસ્ત તરફથી {તમારી} આજીજી કરીએ છીએ કે : "ઈશ્વરની સાથે સમાધાન કરો!"-1	
figs-infostructure_5_6__1	Information Structure	unable to migrate selection, no match found for check in new resources	અમે સદા હિંમતવાન છીએ અને એવું જાણીએ છીએ કે શરીરમાં વાસો કરીએ ત્યાં સુધી, અમે પ્રભુથી વિયોગી છીએ--1	
figs-infostructure_6_13__1	Information Structure	unable to migrate selection, no match found for check in new resources	તો {એને} બદલે બાળકો સમજીને હું તમને કહું છું કે તમારી જાતને પ્રફુલ્લિત કરો.-1	
figs-infostructure_6_3__1	Information Structure	unable to migrate selection, no match found for check in new resources	આપતા-1	
figs-infostructure_6_4__1	Information Structure	unable to migrate selection, no match found for check in new resources	ઈશ્વરના-1 બહુ જ ધીરજ રાખીને-1	
figs-infostructure_7_8__1	Information Structure	unable to migrate selection, no match found for check in new resources	તો પણ હવે મને પસ્તાવો થાય {છે} (કેમ કે હું જોઉં છું કે તે પત્રએ તમને થોડે વાર સુધી, ખિન્ન કર્યા ખરા),-1	
figs-infostructure_7_9__1	Information Structure	unable to migrate selection, no match found for check in new resources	તમે ખેદ પામ્યા તેને માટે નહિ, પણ તમને ખેદ થવાથી તમે પસ્તાવો કર્યો તે માટે.-1	
figs-infostructure_8_10__1	Information Structure	unable to migrate selection, no match found for check in new resources	એક વરસ ઉપર તમે કેવળ એ કામ કરવાનો આરંભ કર્યો હતો એટલુંજ નહિ, {પણ એ} કામ કરવાની તમારી ઈચ્છા પણ હતી.-1	
figs-infostructure_8_13__1	Information Structure	unable to migrate selection, no match found for check in new resources	{બીજાઓને} આરામ થાય અને તમને સંકટ થાય {એમ નહિ} પણ એ સમાનતાને ધોરણે થાય-1	
figs-infostructure_8_13__1	Information Structure	unable to migrate selection, no match found for check in new resources	તમને-1 પણ એ સમાનતાને ધોરણે થાય .-1	
figs-infostructure_8_3__1	Information Structure	unable to migrate selection, no match found for check in new resources	પોતાની ખુશીથી આપ્યું-1	
figs-infostructure_8_5__1	Information Structure	unable to migrate selection, no match found for check in new resources	તેઓએ પ્રથમ પ્રભુને અને ઈશ્વરની ઈચ્છા પ્રમાણે અમને પણ, પોતાને સોંપ્યા.-1	
figs-infostructure_9_14__1	Information Structure	unable to migrate selection, no match found for check in new resources	તેઓ પોતે પણ તમારે માટે પ્રાર્થના કરીને, તમારી ઝંખના રાખે છે.-1	
figs-irony_10_1__1	Irony	unable to migrate selection, no match found for check in new resources	પોતે તમારી વચ્ચે આપનેસામને હોવા છતાં નમ્ર છું, પરંતુ ગેરહાજર રહીને, તમારા પ્રત્યે હિંમતવાન છું-1	
figs-irony_11_8__1	Irony	unable to migrate selection, no match found for check in new resources	મેં બીજી મંડળીઓને લુંટીને-1	
figs-irony_12_16__1	Irony	unable to migrate selection, no match found for check in new resources	પણ ધૂર્ત બનીને મેં તમને કપટથી પકડ્યા છે.-1	
figs-litotes_2_11__1	Litotes	unable to migrate selection, no match found for check in new resources	આપણે તેની યુક્તિઓથી અજાણ્યા નથી.-1	
figs-merism_7_3__1	Merism	unable to migrate selection, no match found for check in new resources	સાથે મરવાને તેમજ જીવવાને પણ તૈયાર છીએ-1	
figs-metaphor_10_10__1	Metaphor	unable to migrate selection, no match found for check in new resources	વજનદાર-1	
figs-metaphor_10_2__1	Metaphor	unable to migrate selection, no match found for check in new resources	ચાલે છે-1	
figs-metaphor_10_3__1	Metaphor	unable to migrate selection, no match found for check in new resources	દેહમાં-1	
figs-metaphor_11_10__1	Metaphor	unable to migrate selection, no match found for check in new resources	મને અટકાવી શકશે નહિ.-1	
figs-metaphor_11_20__1	Metaphor	unable to migrate selection, no match found for check in new resources	મને ગાલ પર મારે-1	
figs-metaphor_11_26__1	Metaphor	unable to migrate selection, no match found for check in new resources	ખોટા ભાઈઓ-1	
figs-metaphor_11_5__1	Metaphor	unable to migrate selection, no match found for check in new resources	ઉત્તમ પ્રેરિતો" કરતા-1 ઊતરતો ગણતો નથી.-1	
figs-metaphor_11_9__1	Metaphor	unable to migrate selection, no match found for check in new resources	હું કોઈને ભારરૂપ થયો નહિ-1	
figs-metaphor_11_9__1	Metaphor	unable to migrate selection, no match found for check in new resources	ભાઈઓ-1	
figs-metaphor_12_13__1	Metaphor	unable to migrate selection, no match found for check in new resources	મેં પોતે તમારા પર બોજ ન નાખ્યો-1	
figs-metaphor_12_14__1	Metaphor	unable to migrate selection, no match found for check in new resources	તમને ભારરૂપ નહિ થઈ-1	
figs-metaphor_12_14__1	Metaphor	unable to migrate selection, no match found for check in new resources	કેમ કે સંતાનોએ માબાપને સારુ સંગ્રહ કરવો ઘટતો નથી, પણ માબાપે સંતાનોને સારુ સંગ્રહ કરવો.-1	
figs-metaphor_12_16__1	Metaphor	unable to migrate selection, no match found for check in new resources	મેં પોતે તમારા પર બોજ નથી નાખ્યો-1	
figs-metaphor_12_16__1	Metaphor	unable to migrate selection, no match found for check in new resources	મેં તમને-1 પકડ્યા છે.-1	
figs-metaphor_12_18__1	Metaphor	unable to migrate selection, no match found for check in new resources	{એક} ભાઈને-1	
figs-metaphor_12_19__1	Metaphor	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં-1	
figs-metaphor_12_1__1	Metaphor	unable to migrate selection, no match found for check in new resources	કહેવા માંડીશ.-1	
figs-metaphor_12_2__1	Metaphor	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં એક એવા માણસ-1	
figs-metaphor_12_7__1	Metaphor	unable to migrate selection, no match found for check in new resources	મને શિક્ષા આપવા-1	
figs-metaphor_13_4__-1	Metaphor	unable to migrate selection, no match found for check in new resources	તેનામાં નિર્બળ છીએ-1	
figs-metaphor_13_5__1	Metaphor	unable to migrate selection, no match found for check in new resources	તમારામાં વિશ્વાસ છે-1	
figs-metaphor_13_5__1	Metaphor	unable to migrate selection, no match found for check in new resources	તમારામાં-2	
figs-metaphor_1_21__1	Metaphor	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં-1	
figs-metaphor_2_12__1	Metaphor	unable to migrate selection, no match found for check in new resources	પ્રભુથી-1	
figs-metaphor_2_13__1	Metaphor	unable to migrate selection, no match found for check in new resources	મારો ભાઈ તિતસ-1	
figs-metaphor_2_14__1	Metaphor	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં-1	
figs-metaphor_2_17__1	Metaphor	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં-1	
figs-metaphor_2_5__1	Metaphor	unable to migrate selection, no match found for check in new resources	ભાર મૂકવા ચાહતો નથી-1	
figs-metaphor_2_7__1	Metaphor	unable to migrate selection, no match found for check in new resources	{રખેને} કદાચ {તે વ્યક્તિ} અતિશય ખેદમાં તે ગરક થઈ જાય-1	
figs-metaphor_3_14__1	Metaphor	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં-1	
figs-metaphor_3_16__1	Metaphor	unable to migrate selection, no match found for check in new resources	મુખપટ દૂર કરવામાં આવશે.-1	
figs-metaphor_3_17__1	Metaphor	unable to migrate selection, no match found for check in new resources	જ્યાં પ્રભુનો આત્મા {છે}, {ત્યાં} સ્વતંત્રતા છે.-1	
figs-metaphor_3_3__1	Metaphor	unable to migrate selection, no match found for check in new resources	તમે ખ્રિસ્તના પત્ર તરીકે-1 કે જે પત્રની અમે સેવા કરી છે, શાહીથી તો નહિ પણ જીવતા ઈશ્વરના આત્માથી, શિલાપટો પર નહિ પણ માણસનાં હદય રૂપી પટો પર તે લખાયેલો છે.-1	
figs-metaphor_4_16__1	Metaphor	unable to migrate selection, no match found for check in new resources	ક્ષય પામે છે-1	
figs-metaphor_4_17__1	Metaphor	unable to migrate selection, no match found for check in new resources	અમારે સારુ-1 મહિમા ઉત્પન્ન કરે છે-1	
figs-metaphor_4_2__1	Metaphor	unable to migrate selection, no match found for check in new resources	કરતા નથી,-1	
figs-metaphor_4_8__1	Metaphor	unable to migrate selection, no match found for check in new resources	વિપત્તિ હોવા છતાં, અમે દબાઈ ગયેલા નથી-1	
figs-metaphor_4_9__1	Metaphor	unable to migrate selection, no match found for check in new resources	નીચે પટકાયેલા છતાં-1	
figs-metaphor_5_10__1	Metaphor	unable to migrate selection, no match found for check in new resources	શરીરમાં રહીને, જે {જે} ભલું કે ભૂંડું કર્યું હશે તે પ્રમાણે ફળ પામવાને-1	
figs-metaphor_5_14__1	Metaphor	unable to migrate selection, no match found for check in new resources	સર્વ મરણ પામ્યા-1	
figs-metaphor_5_17__1	Metaphor	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં {છે}-1	
figs-metaphor_5_19__1	Metaphor	unable to migrate selection, no match found for check in new resources	ઈશ્વર ખ્રિસ્તમાં-1	
figs-metaphor_5_19__1	Metaphor	unable to migrate selection, no match found for check in new resources	તેઓના અપરાધ તેઓને લેખે ગણતો નથી,-1	
figs-metaphor_5_19__1	Metaphor	unable to migrate selection, no match found for check in new resources	પોતાની સાથે-1	
figs-metaphor_5_21__1	Metaphor	unable to migrate selection, no match found for check in new resources	તેણે-1 પાપરૂપ કર્યો.-1	
figs-metaphor_5_21__1	Metaphor	unable to migrate selection, no match found for check in new resources	આપણે-1 ઈશ્વરના ન્યાયીપણારૂપ થઈએ-1	
figs-metaphor_5_21__1	Metaphor	unable to migrate selection, no match found for check in new resources	તેનામાં-1	
figs-metaphor_5_4__1	Metaphor	unable to migrate selection, no match found for check in new resources	બોજાને લીધે-1	
figs-metaphor_6_10__1	Metaphor	unable to migrate selection, no match found for check in new resources	ઘણાને ધનવાન કરનારા છીએ-1	
figs-metaphor_6_11__1	Metaphor	unable to migrate selection, no match found for check in new resources	તમારા પ્રત્યે અમારું મો છુટું થયું છે-1	
figs-metaphor_6_11__1	Metaphor	unable to migrate selection, no match found for check in new resources	અમારું હૃદય તમારે માટે પ્રકુલ્લિત થયેલું છે.-1	
figs-metaphor_6_7__1	Metaphor	unable to migrate selection, no match found for check in new resources	જમણે હાથે તથા ડાબે હાથે ન્યાયના હથિયારો {વડે},-1	
figs-metaphor_7_12__1	Metaphor	unable to migrate selection, no match found for check in new resources	ઈશ્વરની આગળ-1	
figs-metaphor_7_13__1	Metaphor	unable to migrate selection, no match found for check in new resources	તમો સઘળાથી તેનો આત્મા વિસામો પામ્યો છે.-1	
figs-metaphor_8_16__1	Metaphor	unable to migrate selection, no match found for check in new resources	કે તેણે તિતસના હદયમાં તમારે વાસ્તે તેની નિષ્ઠા ઉત્પન્ન કરી.-1	
figs-metaphor_8_18__1	Metaphor	unable to migrate selection, no match found for check in new resources	એક ભાઈને-1	
figs-metaphor_8_1__1	Metaphor	unable to migrate selection, no match found for check in new resources	ભાઈઓ,-1	
figs-metaphor_8_21__1	Metaphor	unable to migrate selection, no match found for check in new resources	પરંતુ માણસની નજરમાં પણ {જે} યોગ્ય છે તે વિષે કાળજી રાખીએ છીએ.-1	
figs-metaphor_8_22__1	Metaphor	unable to migrate selection, no match found for check in new resources	અમારા ભાઈને-1	
figs-metaphor_8_23__1	Metaphor	unable to migrate selection, no match found for check in new resources	અમારા ભાઈઓ-1	
figs-metaphor_8_24__1	Metaphor	unable to migrate selection, no match found for check in new resources	મંડળીઓની આગળ-1	
figs-metaphor_8_2__1	Metaphor	unable to migrate selection, no match found for check in new resources	તેઓની ભારે દરિદ્રતા-1	
figs-metaphor_8_2__1	Metaphor	unable to migrate selection, no match found for check in new resources	તેઓની ઉદારતારૂપી સમૃદ્ધિ-1	
figs-metaphor_8_5__1	Metaphor	unable to migrate selection, no match found for check in new resources	તેઓએ પ્રથમ-1 પોતાને સોંપ્યા.-1	
figs-metaphor_9_2__1	Metaphor	unable to migrate selection, no match found for check in new resources	{ઘણાને} ઉત્તેજન મળ્યું છે.-1	
figs-metaphor_9_3__1	Metaphor	unable to migrate selection, no match found for check in new resources	ભાઈઓ-1	
figs-metaphor_9_5__1	Metaphor	unable to migrate selection, no match found for check in new resources	ભાઈઓ-1	
figs-metonymy_10_11__1	Metonymy	unable to migrate selection, no match found for check in new resources	લખેલી બાબતથી-1	
figs-metonymy_10_4__1	Metonymy	unable to migrate selection, no match found for check in new resources	સાંસારિક-1	
figs-metonymy_13_1__1	Metonymy	unable to migrate selection, no match found for check in new resources	મો થી-1 સાબિત થશે."-1	
figs-metonymy_1_10__1	Metonymy	unable to migrate selection, no match found for check in new resources	ભારે મરણથી-1	
figs-metonymy_1_16__1	Metonymy	unable to migrate selection, no match found for check in new resources	તમારી પાસે થઈને-1	
figs-metonymy_1_18__1	Metonymy	unable to migrate selection, no match found for check in new resources	અમારું બોલવું-1	
figs-metonymy_1_23__1	Metonymy	unable to migrate selection, no match found for check in new resources	પણ મારા જીવના સમ ખાઈને હું ઈશ્વરને સાક્ષી રાખું છું-1	
figs-metonymy_3_14__1	Metonymy	unable to migrate selection, no match found for check in new resources	જુનો કરાર-1	
figs-metonymy_3_3__1	Metonymy	unable to migrate selection, no match found for check in new resources	હદય રૂપી પટો પર-1	
figs-metonymy_3_6__1	Metonymy	unable to migrate selection, no match found for check in new resources	અક્ષરનાં-1 અક્ષર-2	
figs-metonymy_4_11__1	Metonymy	unable to migrate selection, no match found for check in new resources	મર્ત્ય દેહ-1	
figs-metonymy_5_19__1	Metonymy	unable to migrate selection, no match found for check in new resources	સંદેશો-1	
figs-metonymy_6_17__1	Metonymy	unable to migrate selection, no match found for check in new resources	મલીન વસ્તુને અડકો મા,-1	
figs-metonymy_6_7__1	Metonymy	unable to migrate selection, no match found for check in new resources	વચન-1	
figs-metonymy_7_10__1	Metonymy	unable to migrate selection, no match found for check in new resources	સાંસારિક-1	
figs-metonymy_7_8__1	Metonymy	unable to migrate selection, no match found for check in new resources	હું જોઉં છું-1	
figs-metonymy_7_8__1	Metonymy	unable to migrate selection, no match found for check in new resources	થોડે વાર સુધી,-1	
figs-metonymy_8_16__1	Metonymy	unable to migrate selection, no match found for check in new resources	તિતસના હદયમાં-1	
figs-nominaladj_11_18__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ઘણાં-1	
figs-nominaladj_11_19__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	મૂર્ખો-1	
figs-nominaladj_2_17__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ઘણાંની પેઠે-1	
figs-nominaladj_5_14__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	એક-1	
figs-nominaladj_5_14__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	સર્વ-1 સર્વ-2	
figs-nominaladj_5_15__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	તેઓને-1	
figs-nominaladj_5_4__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	તેને-1	
figs-nominaladj_6_10__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ઘણા-1	
figs-nominaladj_6_8__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ખરા-1	
figs-nominaladj_7_6__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	દીનજનો-1	
figs-nominaladj_8_8__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	બીજાઓની-1	
